CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"1,258",-647,996,-,"3,958.00",-359.15,65,"3,950.10","3,959.00",130,"19,000.00","79,300",1.10,1.15,"1,16,220",-0.40,1.15,75.34,"1,64,753","-9,724","76,754",
,"1,519",-35,490,-,"2,954.00",-344.30,260,"2,941.70","2,955.05",65,"20,000.00","3,91,690",1.70,1.75,"1,50,540",-1.75,1.75,59.15,"2,90,035","5,000","2,36,783",
,2,-,-,-,-,-,845,"2,419.35","2,502.65",845,"20,500.00","1,14,465",1.90,1.95,"95,810",-2.55,1.90,50.08,"1,81,918","7,587","74,448",
,-,-,-,-,-,-,780,"2,347.85","2,448.70",780,"20,550.00","32,110",1.90,1.95,"23,335",-2.60,1.90,49.13,"24,342",769,"3,044",
,-,-,-,-,-,-,"1,690","2,107.70","2,555.40",780,"20,600.00","62,725",1.95,2.00,"66,105",-2.60,1.95,48.17,"35,351","-1,083","5,511",
,-,-,-,-,-,-,780,"2,249.35","2,348.70",780,"20,650.00","56,355",1.95,2.00,"30,615",-2.70,1.95,47.22,"20,915",322,"3,562",
,-,-,-,-,-,-,780,"2,199.40","2,298.65",780,"20,700.00","76,765",1.95,2.00,"77,675",-2.75,1.95,46.26,"44,483","1,485","8,411",
,-,-,-,-,-,-,780,"2,149.60","2,248.65",780,"20,750.00","8,905",2.00,2.05,"50,180",-3.05,2.00,45.31,"17,099",174,"2,115",
,-,-,-,-,-,-,780,"2,100.00","2,196.00",780,"20,800.00","69,095",2.00,2.05,"95,290",-3.20,2.00,44.62,"43,236","1,954","9,964",
,6,-,-,-,-,-,780,"1,938.40","2,177.85",780,"20,850.00","71,370",2.05,2.10,"83,590",-3.20,2.10,43.66,"22,790",74,"6,803",
,1,-,-,-,-,-,780,"2,012.30","2,104.65",780,"20,900.00","1,36,825",2.05,2.10,"1,42,935",-3.65,2.10,42.83,"49,500","2,129","9,189",
