CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,994,-911,"1,382",105.23,"3,871.20",-445.95,65,"3,859.05","3,871.35",65,"19,000.00","2,29,060",1.10,1.15,"1,02,700",-0.40,1.15,75.17,"2,06,059","-12,648","73,830",
,"1,505",-49,730,69.46,"2,867.95",-430.35,195,"2,855.45","2,866.50",65,"20,000.00","2,18,530",1.90,1.95,"1,50,345",-1.60,1.90,58.79,"3,88,774","-3,371","2,28,412",
,2,-,-,-,-,-,975,"2,328.45","2,421.10",975,"20,500.00","1,36,370",2.10,2.15,"1,02,960",-2.30,2.15,49.59,"2,13,559","4,986","71,847",
,-,-,-,-,-,-,780,"2,272.40","2,365.85",780,"20,550.00","38,350",2.10,2.15,"9,295",-2.35,2.15,48.79,"27,452",744,"3,019",
,-,-,-,-,-,-,"1,690","2,124.90","2,379.55",780,"20,600.00","64,935",2.20,2.25,"86,385",-2.30,2.25,47.84,"42,481",-964,"5,630",
,-,-,-,-,-,-,780,"2,024.85","2,349.75",780,"20,650.00","38,480",2.20,2.25,"39,520",-2.45,2.20,47.03,"23,438",181,"3,421",
,-,-,-,-,-,-,780,"2,122.80","2,224.50",780,"20,700.00","97,955",2.15,2.20,"29,770",-2.50,2.20,45.93,"53,919","1,698","8,624",
,-,-,-,-,-,-,780,"2,072.90","2,174.40",780,"20,750.00","27,625",2.20,2.25,"29,705",-2.80,2.25,44.84,"21,510",82,"2,023",
,-,-,-,-,-,-,780,"2,023.05","2,124.50",780,"20,800.00","1,02,505",2.25,2.30,"79,690",-2.90,2.30,44.17,"75,430","3,676","11,686",
,6,-,6,61.75,"2,135.00",420.00,780,"1,974.70","2,058.90",780,"20,850.00","1,05,235",2.25,2.30,"86,970",-2.90,2.40,43.21,"27,296",160,"6,889",
,1,-,-,-,-,-,390,"1,914.65","2,015.75",390,"20,900.00","1,12,775",2.25,2.30,"1,24,865",-3.50,2.25,42.39,"67,747","1,545","8,605",
,3,-,-,-,-,-,"1,690","1,817.35","2,009.20",780,"20,950.00","1,07,315",2.35,2.40,"1,09,980",-3.80,2.40,41.56,"50,553","3,553","11,018",
,"5,537",196,"3,861",-,"1,864.05",-437.25,65,"1,858.95","1,865.45",195,"21,000.00","1,96,885",2.35,2.40,"1,55,285",-4.10,2.35,40.72,"5,30,751","-10,487","1,12,912",
,2,-,-,-,-,-,780,"1,776.60","1,861.90",780,"21,050.00","62,010",2.50,2.55,"99,320",-4.25,2.50,39.88,"48,676","1,854","5,009",
,2,-,-,-,-,-,780,"1,671.15","1,845.15",780,"21,100.00","1,79,270",2.65,2.70,"1,00,295",-4.60,2.70,39.46,"1,49,752",921,"12,826",
,2,-,-,-,-,-,780,"1,572.05","1,768.45",780,"21,150.00","33,475",2.85,2.90,"71,175",-5.05,2.85,38.48,"50,143",665,"3,857",
,2,-,-,-,-,-,780,"1,614.15","1,704.75",780,"21,200.00","30,420",3.05,3.10,"64,545",-5.20,3.05,37.80,"2,27,923","19,958","41,184",
,5,-,-,-,-,-,780,"1,578.90","1,662.60",780,"21,250.00","22,230",3.20,3.25,"4,485",-5.90,3.25,37.19,"74,813","3,704","8,188",
,1,-,-,-,-,-,780,"1,525.90","1,612.80",780,"21,300.00","41,275",3.40,3.45,"39,910",-6.20,3.45,36.46,"2,07,948","22,182","45,813",
,-,-,-,-,-,-,780,"1,476.10","1,575.70",780,"21,350.00","28,210",3.85,3.95,"24,245",-6.60,3.85,36.17,"63,824","4,123","8,448",
,8,-,3,38.88,"1,571.05",-357.55,130,"1,461.55","1,487.20",780,"21,400.00","90,545",4.20,4.25,"18,070",-7.40,4.25,35.51,"2,05,587","12,361","29,804",
,4,-,1,58.64,"1,570.00",69.10,715,"1,388.40","1,446.85",195,"21,450.00","18,265",4.85,4.90,"26,130",-7.45,4.85,35.20,"1,26,168","5,584","11,355",
,"1,091",-120,603,-,"1,379.20",-432.60,65,"1,363.10","1,370.55",65,"21,500.00","40,755",5.30,5.35,"45,240",-8.00,5.30,34.57,"7,09,027","19,010","1,22,347",
,6,-,1,55.65,"1,470.00",74.20,715,"1,289.90","1,333.10",130,"21,550.00","17,160",6.20,6.30,"15,535",-8.55,6.25,34.37,"1,24,218","8,847","12,806",
,16,4,28,-,"1,296.75",-433.25,780,"1,260.30","1,275.70",260,"21,600.00","26,065",7.05,7.15,"33,865",-8.65,7.15,33.91,"3,29,826","6,115","26,405",
,7,-,-,-,-,-,780,"1,192.65","1,255.65",780,"21,650.00","9,620",8.25,8.35,"10,140",-8.95,8.30,33.63,"1,25,847","3,804","9,590",
,28,-14,20,-,"1,257.25",-360.65,715,"1,154.20","1,177.35",130,"21,700.00","24,245",9.65,9.70,"1,950",-9.20,9.70,33.35,"3,94,725","13,778","46,923",
,14,1,26,-,"1,122.05",0.50,65,"1,119.95","1,134.10",260,"21,750.00","3,315",11.05,11.10,"1,560",-9.50,11.05,32.96,"2,00,587","6,851","15,426",
,101,-6,61,32.65,"1,092.00",-453.55,65,"1,070.65","1,080.50",65,"21,800.00","4,550",12.55,12.60,"5,655",-9.25,12.55,32.54,"5,32,130","48,467","86,241",
,6,-3,12,-,"1,081.90",-30.80,260,"1,024.60","1,030.05",65,"21,850.00",845,14.85,14.90,"4,420",-8.75,14.85,32.40,"1,84,624","7,646","12,277",
,144,-37,163,-,983.05,-432.30,325,979.25,989.80,455,"21,900.00","1,495",17.45,17.50,"4,550",-8.85,17.45,32.14,"4,24,049","15,499","40,622",
,3,-9,33,38.35,926.95,-457.10,260,929.95,942.80,780,"21,950.00",195,20.40,20.45,"3,965",-8.40,20.45,31.90,"2,17,006","14,361","21,344",
,"12,490","-2,746","14,189",24.84,888.65,-433.40,260,885.20,887.50,65,"22,000.00","1,235",23.70,23.75,"3,510",-7.15,23.75,31.65,"14,02,094","35,940","1,57,967",
,73,-1,81,30.10,852.35,-447.40,520,835.90,844.25,260,"22,050.00",650,27.25,27.30,325,-6.95,27.30,31.46,"2,99,687","14,985","24,214",
,391,14,282,33.89,815.00,-418.15,65,793.10,796.35,390,"22,100.00","3,965",31.30,31.40,"3,510",-5.60,31.40,31.18,"5,56,784","13,038","28,862",
,101,13,140,39.86,765.00,-421.85,780,742.45,750.55,65,"22,150.00","4,225",36.05,36.15,65,-4.40,36.10,30.94,"3,62,290","11,306","18,104",
,"1,392",143,"2,959",25.74,706.00,-438.50,195,703.30,705.25,325,"22,200.00",130,41.40,41.45,"1,430",-2.35,41.45,30.61,"6,89,977","20,422","45,425",
,246,6,180,26.80,675.00,-428.10,65,659.00,662.70,65,"22,250.00",195,47.60,47.70,"1,300",0.40,47.70,30.40,"4,27,521","15,367","20,898",
,"2,466","-1,026","4,846",26.02,619.50,-427.65,325,616.75,618.75,65,"22,300.00",780,54.35,54.40,195,2.90,54.40,30.20,"8,25,705","23,984","57,092",
,410,-43,283,34.94,575.80,-432.15,260,573.90,576.50,325,"22,350.00",975,62.20,62.30,195,6.80,62.20,30.00,"3,73,448","7,760","18,441",
,"2,483",246,"5,230",26.61,535.50,-426.25,65,533.30,534.55,195,"22,400.00","1,365",70.90,71.05,130,10.20,71.10,29.66,"8,01,377","13,332","49,625",
,"1,021",66,"1,803",26.33,494.10,-417.00,130,493.15,494.25,130,"22,450.00",455,80.65,80.85,"2,470",14.50,80.80,29.48,"4,69,816","10,693","22,686",
,"21,843",-263,"67,090",26.19,454.15,-415.60,195,454.10,455.00,325,"22,500.00",195,91.50,91.60,"2,145",19.70,91.80,29.34,"23,60,409","36,526","1,32,395",
,"2,040",224,"4,712",26.21,417.95,-410.85,130,416.60,417.50,"1,820","22,550.00",390,104.00,104.25,"1,365",26.20,104.20,29.00,"6,79,822","15,960","23,173",
,"8,147",492,"29,297",26.27,380.55,-399.15,845,380.00,380.65,130,"22,600.00",455,117.85,118.10,650,33.30,118.10,28.91,"10,49,566","11,983","50,859",
,"2,492",388,"12,191",26.29,345.95,-396.15,65,345.20,345.65,260,"22,650.00",195,133.30,133.45,65,40.30,133.25,28.71,"5,18,662","9,447","18,102",
