CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"2,466","-1,026","4,824",20.39,616.70,-430.45,260,619.60,621.85,130,"22,300.00",260,54.45,54.50,130,2.95,54.45,30.63,"8,21,757","23,853","56,961",
,413,-40,275,20.69,590.00,-417.95,260,574.90,578.80,65,"22,350.00",65,62.10,62.25,"1,365",6.85,62.25,30.47,"3,71,647","7,986","18,667",
,"2,474",237,"5,094",21.63,533.95,-427.80,65,535.85,537.20,195,"22,400.00",325,70.85,71.00,910,9.85,70.75,30.22,"7,92,474","12,835","49,128",
,"1,015",60,"1,785",21.30,493.55,-417.55,455,494.60,495.90,65,"22,450.00","2,665",80.50,80.70,520,14.95,81.25,30.01,"4,66,208","10,891","22,884",
,"21,793",-313,"66,647",22.94,456.70,-413.05,325,456.50,457.60,195,"22,500.00",650,91.60,91.80,455,19.65,91.75,29.84,"23,46,441","38,360","1,34,229",
,"2,077",261,"4,630",23.27,417.25,-411.55,260,418.05,419.00,130,"22,550.00",585,103.75,103.95,325,25.75,103.75,29.56,"6,75,536","15,179","22,392",
,"8,125",470,"28,894",23.39,380.90,-398.80,195,382.30,382.90,65,"22,600.00",195,116.95,117.15,715,32.35,117.15,29.41,"10,42,804","12,659","51,535",
,"2,469",365,"11,986",23.44,346.40,-395.70,195,346.75,347.55,195,"22,650.00",195,132.45,132.70,260,39.50,132.45,29.22,"5,14,845","9,757","18,412",
,"13,202","3,154","75,126",23.56,316.05,-386.70,455,314.50,315.15,195,"22,700.00",715,148.50,148.75,520,47.75,148.50,29.13,"11,07,578","18,362","53,025",
,"4,719","1,394","46,843",23.66,282.45,-381.50,650,282.35,282.90,520,"22,750.00",130,167.75,168.05,260,58.20,167.75,29.01,"7,22,889","13,149","24,802",
,"31,220","15,855","2,82,360",23.61,252.95,-369.20,65,252.85,253.25,520,"22,800.00",455,188.00,188.25,65,68.75,188.00,28.87,"18,69,352","32,986","78,459",
,"15,554","13,801","2,12,426",23.68,224.95,-354.40,65,224.95,225.20,65,"22,850.00",195,210.50,210.85,65,81.35,210.90,28.85,"10,68,574","28,696","36,943",
,"80,123","66,214","10,67,138",23.78,199.45,-342.30,130,199.20,199.45,390,"22,900.00",325,234.55,234.95,455,93.50,234.95,28.80,"25,45,147","63,683","95,852",
,"52,243","49,797","10,97,158",23.77,176.00,-327.65,715,175.70,176.05,130,"22,950.00",520,260.65,261.10,390,107.15,260.95,28.86,"18,29,798","28,515","38,894",
,"1,78,064","1,31,366","27,91,766",23.80,153.90,-315.10,455,153.60,153.85,65,"23,000.00",130,288.40,288.90,455,121.60,288.45,28.88,"37,36,486","29,118","1,39,762",
,"56,879","51,579","11,57,623",23.87,134.80,-298.70,130,134.75,134.95,715,"23,050.00",65,317.75,318.35,390,135.75,317.15,28.94,"11,48,319","13,232","25,437",
,"87,081","74,371","16,88,255",23.92,116.25,-282.10,325,116.35,116.60,845,"23,100.00",65,351.15,351.75,195,154.65,351.55,29.18,"12,74,808","8,178","35,953",
,"37,884","32,040","7,25,749",24.00,100.45,-264.25,845,100.65,100.85,195,"23,150.00",65,384.90,385.80,65,172.05,385.80,29.33,"3,54,760","-4,595","10,625",
,"1,09,252","82,424","15,06,560",24.06,86.55,-248.45,130,86.65,86.70,715,"23,200.00",65,421.60,422.40,260,190.45,422.20,29.65,"5,85,058","-10,045","40,632",
,"39,749","30,078","5,84,659",24.21,74.55,-230.55,"1,300",74.50,74.70,"1,755","23,250.00",260,458.95,460.00,130,208.55,460.40,30.00,"1,39,943","-5,775","10,173",
,"90,025","49,610","13,89,305",24.38,64.30,-213.15,"1,950",64.30,64.45,650,"23,300.00",65,498.30,499.30,130,226.35,499.00,30.47,"2,59,732","-24,934","20,462",
,"31,456","15,879","5,02,560",24.56,55.45,-195.75,260,55.20,55.30,325,"23,350.00",65,540.25,541.45,130,247.15,541.60,31.04,"50,418","-6,231","5,950",
,"76,550","34,889","10,54,034",24.73,47.75,-176.95,"1,495",47.65,47.75,390,"23,400.00",195,580.70,582.30,65,261.90,581.50,31.52,"1,09,072","-14,227","17,073",
,"32,094","17,854","5,14,868",24.98,40.90,-159.70,975,40.80,40.90,"1,040","23,450.00",195,623.90,625.80,65,281.50,627.00,32.13,"21,628","-4,318","4,871",
,"1,50,518","77,981","17,24,694",25.25,35.30,-143.05,"1,235",35.25,35.35,"1,300","23,500.00",65,669.05,670.60,585,299.10,672.80,32.91,"1,13,048","-12,234","24,675",
,"23,265","14,144","4,37,613",25.45,30.15,-127.20,"5,005",30.20,30.35,"1,950","23,550.00",65,713.20,715.45,130,314.65,718.60,34.32,"7,658",-855,"3,031",
,"53,838","26,731","7,84,459",25.71,26.00,-113.35,"2,730",26.00,26.10,"1,495","23,600.00",130,760.55,762.40,130,334.55,768.25,34.62,"19,413","-1,872","6,126",
,"18,488","10,558","4,28,370",26.01,22.30,-99.85,"1,365",22.35,22.45,"2,795","23,650.00",65,804.30,809.25,65,327.40,795.00,32.45,"2,396",-438,"1,821",
,"59,414","20,875","7,61,631",26.33,19.55,-86.90,"4,485",19.55,19.65,"2,210","23,700.00",65,852.70,855.35,65,355.65,855.40,36.31,"7,579","-1,445","7,177",
,"20,490","9,548","3,18,918",26.60,16.90,-76.60,"1,040",16.95,17.00,780,"23,750.00",65,894.60,905.75,325,347.45,884.65,33.69,"1,350",-361,"1,764",
,"62,489","18,111","6,61,480",26.90,14.75,-65.95,"3,510",14.80,14.85,"2,990","23,800.00",130,946.40,950.20,65,373.15,949.65,37.54,"7,816","-1,249","10,429",
,"19,576","9,288","2,42,051",27.26,12.85,-57.25,"3,055",12.85,12.90,"2,925","23,850.00",260,993.50,998.80,65,380.90,994.35,35.30,587,-105,"2,466",
,"54,658","23,001","4,16,121",27.58,11.20,-49.30,"1,560",11.20,11.25,"9,360","23,900.00",130,"1,046.10","1,052.40",65,382.55,"1,040.00",40.66,"2,469",-710,"3,645",
,"25,040","13,120","2,06,159",28.04,10.00,-42.30,"9,490",10.00,10.05,"4,290","23,950.00",65,"1,088.90","1,100.80",65,380.80,"1,083.35",39.08,180,-51,775,
,"1,66,191","47,681","10,22,946",28.40,8.80,-36.60,"3,770",8.80,8.85,"21,450","24,000.00",325,"1,139.50","1,145.60",130,408.45,"1,151.20",42.44,"26,819","-10,209","30,141",
,"15,255","3,652","1,55,087",28.75,7.70,-31.30,"12,090",7.70,7.75,"8,515","24,050.00",195,"1,190.85","1,205.50",260,388.75,"1,183.15",37.80,89,-21,605,
,"44,837","10,867","3,03,604",29.06,6.80,-26.90,"33,150",6.75,6.80,"27,040","24,100.00",715,"1,235.80","1,244.50",65,395.95,"1,232.05",40.36,461,-100,"2,303",
,"14,407","1,608","1,37,489",29.54,6.05,-23.35,"9,360",6.05,6.10,"19,695","24,150.00",65,"1,285.75","1,301.35",65,399.10,"1,281.35",-,95,-54,"1,160",
,"66,956","26,498","3,63,354",29.98,5.50,-19.30,"97,955",5.45,5.50,"21,255","24,200.00",195,"1,334.90","1,342.10",65,412.40,"1,330.00",40.49,"1,515",-474,"5,303",
,"23,338","11,923","1,14,365",30.31,4.75,-16.70,"45,695",4.75,4.85,"33,150","24,250.00",65,"1,384.10","1,400.30",65,373.70,"1,331.45",34.72,47,-4,817,
,"58,370","29,477","3,43,416",30.70,4.30,-14.55,"2,04,035",4.25,4.30,"47,515","24,300.00",130,"1,439.60","1,446.50",65,427.75,"1,444.20",44.04,"2,182",-678,"4,415",
,"14,642","5,248","89,141",31.01,3.75,-12.30,"44,135",3.70,3.75,"16,770","24,350.00",260,"1,474.50","1,495.70",520,416.80,"1,496.10",42.00,24,-13,367,
,"44,860","20,261","3,00,352",31.23,3.25,-10.65,"62,270",3.25,3.30,"74,165","24,400.00",65,"1,529.80","1,539.85",195,439.75,"1,540.50",46.12,383,-109,"3,926",
,"13,112","4,900","94,236",31.84,3.00,-9.10,"74,685",3.00,3.05,"92,560","24,450.00",260,"1,573.05","1,600.15",65,441.85,"1,592.90",47.92,82,-17,"1,001",
,"1,47,876","32,315","6,20,239",32.27,2.70,-7.55,"3,14,860",2.65,2.70,"1,85,575","24,500.00",195,"1,636.20","1,641.85",65,435.30,"1,645.90",52.95,"7,161","-2,617","17,958",
,"12,938","4,650","1,31,167",32.64,2.45,-6.80,"51,350",2.45,2.50,"1,72,770","24,550.00",65,"1,678.50","1,692.25",65,364.75,"1,622.45",32.42,20,-4,685,
,"33,325","7,898","1,95,949",33.04,2.25,-5.80,"2,22,300",2.20,2.25,"2,36,145","24,600.00",260,"1,729.75","1,741.25",65,413.80,"1,729.05",55.36,"3,277","-1,395","4,648",
,"12,584","3,651","85,154",33.48,2.00,-5.15,"1,84,860",2.00,2.05,"99,515","24,650.00",195,"1,778.45","1,803.70",325,437.05,"1,755.00",45.14,52,-40,486,
,"37,419","10,828","2,05,025",34.19,1.95,-4.30,"3,65,040",1.95,2.00,"2,56,815","24,700.00",130,"1,834.45","1,846.55",130,428.15,"1,825.00",53.43,"1,003",-575,"12,801",
,"9,560","2,663","68,231",34.79,1.90,-3.80,"1,35,265",1.90,1.95,"1,57,820","24,750.00",910,"1,864.25","1,901.95",130,382.85,"1,830.00",44.02,41,-36,572,
,"31,500","-3,324","1,84,891",35.25,1.75,-3.05,"1,38,905",1.75,1.80,"3,15,120","24,800.00",65,"1,934.50","1,944.75",325,425.45,"1,923.80",58.96,"1,836",-817,"4,259",
,"9,559","1,761","49,934",36.04,1.70,-2.75,"1,26,425",1.70,1.75,"1,54,505","24,850.00",520,"1,964.80","1,988.95",845,370.00,"1,910.00",-,47,-37,440,
,"18,415","-1,133","1,25,947",36.32,1.65,-2.20,"1,77,320",1.60,1.65,"2,15,345","24,900.00",325,"2,033.60","2,044.25",65,452.75,"2,048.95",58.32,"2,045",-498,"3,468",
,"5,886","1,521","34,752",36.96,1.55,-2.05,"88,530",1.55,1.60,"97,370","24,950.00",845,"2,065.25","2,115.60",780,427.20,"2,089.20",-,79,-18,271,
,"1,36,480","10,108","5,27,594",37.59,1.55,-1.75,"3,73,100",1.50,1.55,"7,67,065","25,000.00",520,"2,127.90","2,136.20",130,436.20,"2,134.70",63.74,"13,236","-2,772","44,042",
,"6,725","2,245","43,176",38.05,1.35,-1.60,"90,610",1.30,1.35,"1,65,750","25,050.00",65,"2,164.20","2,189.05",715,427.25,"2,161.55",-,31,-19,198,
,"15,169","-4,767","73,556",38.65,1.30,-1.20,"1,71,860",1.30,1.35,"1,66,530","25,100.00",130,"2,233.75","2,247.40",65,416.00,"2,236.35",61.48,480,-123,"1,638",
,"4,556",-633,"15,509",39.23,1.20,-1.10,"77,935",1.20,1.25,"70,070","25,150.00","1,105","2,240.65","2,341.15",780,466.35,"2,220.00",35.16,38,-11,346,
,"26,132",595,"92,642",39.44,1.10,-1.00,"3,89,675",1.10,1.15,"2,48,430","25,200.00",195,"2,330.20","2,335.35",65,441.95,"2,338.00",64.00,929,-405,"11,387",
,"10,264","6,012","33,889",39.98,1.05,-1.05,"1,17,000",1.05,1.10,"2,04,685","25,250.00",715,"2,354.75","2,427.90",715,432.05,"2,323.00",45.93,50,-41,367,
,"10,114","-4,563","37,842",40.91,1.15,-0.65,"1,01,205",1.10,1.15,"1,30,910","25,300.00",65,"2,427.10","2,453.00",780,428.60,"2,431.05",70.28,661,-350,"2,230",
,"2,274",354,"8,787",41.64,1.10,-0.75,"61,750",1.05,1.10,"5,655","25,350.00",65,"2,463.55","2,486.90",325,460.35,"2,472.00",68.99,32,-27,262,
,"10,876","-1,838","54,235",42.17,1.05,-0.70,"1,87,005",1.05,1.10,"1,40,465","25,400.00",130,"2,528.35","2,542.00",65,427.85,"2,522.00",68.32,778,-316,"5,234",
,"2,748",-486,"18,112",42.89,1.05,-0.55,"50,700",1.05,1.10,"54,860","25,450.00",390,"2,565.10","2,614.85",780,427.20,"2,575.00",69.37,291,-249,"1,287",
,"50,534","-3,800","1,33,963",43.16,0.95,-0.60,"5,13,760",0.95,1.00,"5,06,935","25,500.00",390,"2,634.65","2,641.70",130,431.95,"2,634.65",78.36,"4,294","-2,034","15,501",
,"2,693",98,"9,966",44.10,1.05,-0.45,"27,820",1.00,1.05,"39,130","25,550.00",715,"2,651.50","2,688.25",715,405.35,"2,650.00",71.46,30,-23,496,
,"16,140",-253,"31,015",44.58,1.00,-0.40,"2,91,265",0.95,1.00,"2,05,790","25,600.00",65,"2,730.60","2,743.25",390,452.70,"2,747.60",75.87,936,-664,"7,661",
,"1,628",-633,"5,793",45.52,1.00,-0.35,"16,835",0.95,1.00,"19,435","25,650.00",65,"2,759.60","2,826.10",715,330.65,"2,683.75",-,22,-15,378,
,"12,584","-2,319","27,137",45.75,0.90,-0.25,"86,060",0.90,0.95,"31,135","25,700.00",65,"2,827.60","2,846.35",65,442.60,"2,830.90",82.54,"1,699",-928,"6,953",
,"2,175",54,"4,107",46.44,0.95,-0.25,"14,885",0.90,0.95,"34,385","25,750.00",65,"2,848.30","2,917.20","1,495",434.00,"2,873.00",-,65,-55,577,
,"15,053","-5,083","44,322",47.14,0.95,-0.10,"77,350",0.90,0.95,"66,885","25,800.00",65,"2,935.30","2,945.50",65,461.15,"2,954.80",81.27,"5,386","-3,331","7,755",
,"1,247",-361,"3,494",47.56,0.90,-0.20,"3,705",0.85,0.90,"17,030","25,850.00",780,"2,957.15","3,015.75",715,412.70,"2,965.00",68.72,6,-1,403,
,"10,461","-3,227","33,878",48.25,0.85,-0.10,"13,975",0.85,0.90,"74,100","25,900.00",65,"3,023.55","3,032.55",130,429.90,"3,030.00",83.16,394,-42,"4,849",
,"2,169",884,"8,739",48.94,0.80,-0.25,"10,985",0.80,0.85,"23,725","25,950.00",780,"3,051.40","3,113.30",780,487.85,"3,012.85",-,3,-1,176,
,"86,986","1,501","1,18,682",49.62,0.85,-0.15,"1,46,900",0.85,0.90,"1,84,860","26,000.00",130,"3,137.20","3,148.15",195,433.20,"3,137.30",87.17,"10,652",-609,"47,798",
,"1,320",259,"3,208",50.01,0.80,-0.15,"3,900",0.80,0.85,"8,450","26,050.00",260,"3,158.95","3,194.80",715,360.55,"3,115.15",-,4,-,193,
,"5,206","-1,089","13,443",50.68,0.85,-0.10,"38,220",0.80,0.85,"46,020","26,100.00",195,"3,232.20","3,257.60",780,418.60,"3,225.50",90.64,813,-201,"2,157",
,"1,724",142,"3,414",51.04,0.80,-0.10,"17,485",0.75,0.80,"23,140","26,150.00",130,"3,268.95","3,366.75",715,-28.95,"3,192.85",-,2,-,259,
,"5,588",-549,"8,054",52.02,0.80,-0.05,"35,880",0.75,0.80,"34,190","26,200.00",65,"3,331.85","3,353.60",65,412.90,"3,319.90",93.58,845,-323,"2,464",
,"1,336",97,"3,165",52.37,0.75,-0.15,"10,205",0.75,0.80,"8,905","26,250.00",780,"3,354.15","3,430.80",715,420.00,"3,328.00",70.11,21,-,212,
,"6,784","1,577","18,139",52.70,0.75,-0.15,"87,945",0.70,0.75,"76,245","26,300.00",130,"3,432.15","3,452.05",715,425.45,"3,424.00",94.12,481,-364,"1,616",
,"1,013",70,"1,708",53.70,0.75,-0.10,"5,525",0.75,0.80,"6,760","26,350.00",65,"3,447.45","3,520.30",65,426.20,"3,475.00",90.09,21,-3,167,
,"3,763",-484,"4,702",54.36,0.75,-0.05,"49,530",0.70,0.75,"6,630","26,400.00",65,"3,515.05","3,559.65",65,420.00,"3,520.00",88.56,285,-187,897,
,709,-113,711,54.66,0.65,-0.15,"3,445",0.65,0.80,"1,170","26,450.00",780,"3,522.25","3,620.00",65,-,-,-,-,-,67,
,"25,568","-5,922","34,640",55.67,0.75,-0.05,"22,360",0.70,0.75,"97,500","26,500.00",65,"3,635.40","3,651.20",130,426.85,"3,624.00",98.26,"3,405","-2,241","6,207",
,742,-17,434,55.59,0.75,-0.15,"4,225",0.60,0.80,"4,875","26,550.00",65,"3,646.40","3,709.00",195,50.55,"3,618.90",53.95,1,-,11,
,"2,553",-27,"3,368",56.61,0.70,-0.10,"14,495",0.70,0.75,"14,105","26,600.00",715,"3,688.50","3,802.65",780,431.75,"3,710.00",97.40,132,-28,434,
,627,18,587,57.26,0.65,-0.10,"2,795",0.65,0.75,260,"26,650.00",715,"3,729.50","3,808.60",780,5.30,"3,701.25",-,2,-,34,
,"2,188",-129,"5,429",57.51,0.70,-0.10,"21,385",0.70,0.75,"13,585","26,700.00",65,"3,826.45","3,890.45",715,465.05,"3,847.85",100.21,189,-133,204,
,693,2,780,58.54,0.60,-0.15,"3,380",0.60,0.70,845,"26,750.00",780,"3,832.40","3,909.50",325,544.10,"3,877.45",107.78,1,-,13,
,"3,980",83,"4,046",59.18,0.65,-0.10,"25,675",0.65,0.70,"24,440","26,800.00",65,"3,894.10","3,994.40",780,518.55,"3,898.55",95.43,116,-58,246,
,363,-107,685,59.82,0.70,-0.05,780,0.60,0.80,"2,080","26,850.00",715,"3,916.25","4,037.75",780,-,-,-,-,-,10,
,887,-99,967,60.05,0.65,-0.05,"6,890",0.60,0.70,"2,665","26,900.00",780,"3,982.70","4,089.85",390,360.60,"3,935.00",-,26,-18,34,
,573,17,"1,158",60.26,0.65,-0.10,"1,300",0.60,0.75,"1,625","26,950.00",715,"4,019.90","4,101.60",65,-,-,-,-,-,17,
,"43,061","-1,741","32,138",61.72,0.70,0.05,"96,460",0.65,0.70,"76,635","27,000.00",65,"4,129.70","4,137.40",65,451.05,"4,141.15",107.56,"3,476","-2,799","12,972",
,678,186,"1,102",61.94,0.65,-0.05,"1,430",0.60,0.65,"3,120","27,050.00",715,"4,121.10","4,217.80",390,512.85,"4,100.40",-,6,-1,14,
,"4,559",-355,"2,560",62.56,0.60,-0.05,"12,675",0.60,0.65,"5,330","27,100.00",780,"4,183.80","4,328.10",715,314.00,"3,964.00",-,1,-,26,
,553,-19,341,63.19,0.70,0.05,780,0.60,0.70,"1,625","27,150.00",780,"4,231.50","4,343.05","1,105",-,-,-,-,-,27,
,"5,133",177,"3,782",63.36,0.60,-0.10,"9,750",0.60,0.65,"9,490","27,200.00",585,"4,301.40","4,426.80",780,543.00,"4,350.00",-,107,-11,156,
,"1,059",527,"2,110",63.98,0.60,-0.10,"8,320",0.60,0.65,"7,930","27,250.00",780,"4,320.50","4,419.05",780,549.05,"4,296.55",-,2,-,8,
,"4,206",-13,"4,731",64.59,0.65,-0.05,"60,775",0.65,0.70,"58,630","27,300.00",65,"4,130.80","4,568.55",780,542.60,"4,387.60",97.26,126,-74,67,
,353,45,433,65.21,0.60,-0.05,"1,105",0.55,0.65,"1,755","27,350.00",65,"4,442.00","4,535.15",325,385.75,"4,280.30",-,1,-,8,
,"1,781",92,"2,323",66.28,0.65,-,"29,055",0.60,0.65,"5,590","27,400.00",65,"4,505.75","4,587.70","1,040",379.25,"4,500.00",107.40,12,-9,34,
,568,66,895,65.93,0.60,-0.05,"1,690",0.55,0.75,455,"27,450.00",780,"4,515.80","4,668.60",780,-,-,-,-,-,7,
,"11,043","-1,788","14,982",67.04,0.65,-,"47,905",0.65,0.70,"85,735","27,500.00",585,"4,637.35","4,658.25",65,434.60,"4,627.95",109.22,"1,834",-402,"3,403",
,631,-399,"1,846",67.64,0.60,-,650,0.55,0.65,"1,235","27,550.00",780,"4,622.10","4,739.60",780,-,-,-,-,-,9,
,691,-72,"1,326",67.74,0.55,-0.10,"7,410",0.60,0.65,"1,820","27,600.00",780,"4,688.45","4,768.35",390,-,-,-,-,-,46,
,421,-11,446,68.85,0.60,-,"7,020",0.60,0.65,"3,445","27,650.00",780,"4,534.05","4,886.25","1,690",663.35,"4,613.35",-,1,-,9,
,"1,029",-418,"2,631",68.94,0.60,-,"13,845",0.55,0.60,65,"27,700.00",975,"4,776.20","4,865.10",780,410.00,"4,750.00",-,18,-11,51,
,813,18,592,70.05,0.65,-0.05,"1,235",0.55,0.65,780,"27,750.00",780,"4,817.80","5,007.05",780,-,-,-,-,-,6,
,"1,012",-432,"2,626",70.13,0.60,-,"8,060",0.60,0.65,"8,385","27,800.00",715,"4,866.25","4,973.30",390,-197.55,"4,834.45",-,10,-6,16,
,342,132,477,71.25,0.60,-0.05,65,0.60,0.65,"2,665","27,850.00",780,"4,912.80","5,087.10",780,-,-,-,-,-,7,
,"1,220",475,"1,797",71.31,0.60,-0.05,"13,585",0.60,0.65,"7,605","27,900.00",325,"5,002.65","5,215.20",390,331.85,"4,943.85",-,5,-,31,
,628,364,738,72.43,0.60,0.05,"4,030",0.55,0.60,"4,095","27,950.00",715,"4,922.30","5,128.45",715,283.20,"4,904.55",-,1,-,8,
,"19,427","-3,797","21,924",73.03,0.60,-,"91,455",0.55,0.60,"27,300","28,000.00",130,"5,129.00","5,145.85",65,437.30,"5,130.00",131.47,"3,694","-1,847","7,031",
