CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"57,204","28,311","3,56,263",30.41,4.20,-14.65,"88,270",4.15,4.20,"32,370","24,300.00",260,"1,468.65","1,476.15",520,466.75,"1,483.20",50.55,"2,226",-680,"4,413",
,"13,615","4,221","92,706",30.73,3.60,-12.45,"50,375",3.60,3.70,"36,920","24,350.00","1,300","1,510.35","1,530.05",65,434.85,"1,514.15",-,31,-14,366,
,"44,362","19,763","3,08,576",32.16,3.20,-10.70,"61,750",3.15,3.20,"79,300","24,400.00",65,"1,567.80","1,574.50",65,467.85,"1,568.60",-,408,-120,"3,915",
,"13,169","4,957","98,236",32.74,3.00,-9.10,"1,04,000",2.95,3.00,"1,76,345","24,450.00",65,"1,617.60","1,632.20",715,476.85,"1,627.90",49.43,89,-19,999,
,"1,38,403","22,842","6,50,219",33.20,2.70,-7.55,"4,95,300",2.70,2.75,"3,42,030","24,500.00",65,"1,670.35","1,675.15",65,464.40,"1,675.00",54.82,"7,492","-2,591","17,984",
,"12,703","4,415","1,34,033",32.12,2.45,-6.80,"1,79,985",2.40,2.45,"1,49,175","24,550.00",260,"1,702.15","1,723.55",390,466.25,"1,723.95",54.84,33,-4,685,
,"32,963","7,536","2,04,473",32.46,2.20,-5.85,"1,49,825",2.20,2.25,"2,98,285","24,600.00",65,"1,766.90","1,775.15",65,446.80,"1,762.05",30.20,"3,334","-1,405","4,638",
,"12,458","3,525","87,279",34.50,2.10,-5.05,"63,050",2.05,2.10,"1,79,985","24,650.00",65,"1,812.95","1,829.70",65,437.05,"1,755.00",-,52,-40,486,
,"36,286","9,695","2,13,396",35.32,2.05,-4.20,"2,78,720",2.00,2.05,"2,63,900","24,700.00",65,"1,870.25","1,876.25",130,483.15,"1,880.00",60.37,"1,029",-583,"12,793",
,"9,546","2,649","68,967",35.79,1.85,-3.85,"1,11,345",1.85,1.90,"1,34,030","24,750.00",780,"1,899.45","1,930.75","1,365",382.85,"1,830.00",-,41,-36,572,
,"30,071","-4,753","1,90,917",34.36,1.80,-3.00,"2,81,645",1.75,1.80,"3,31,500","24,800.00",585,"1,967.75","1,975.35",195,471.15,"1,969.50",61.26,"1,889",-825,"4,251",
,"9,493","1,695","51,282",35.15,1.75,-2.70,"1,87,330",1.70,1.75,"1,79,855","24,850.00",195,"2,011.45","2,045.15",845,370.00,"1,910.00",-,47,-37,440,
,"18,428","-1,120","1,28,272",37.40,1.55,-2.30,"2,36,535",1.55,1.60,"2,39,460","24,900.00",65,"2,066.90","2,074.55",65,463.95,"2,060.15",57.64,"2,107",-467,"3,499",
,"5,904","1,539","35,401",38.04,1.55,-2.05,"90,480",1.50,1.55,"1,06,990","24,950.00",260,"2,107.60","2,144.20",780,427.20,"2,089.20",45.34,79,-18,271,
,"1,36,613","10,241","5,38,352",38.81,1.50,-1.80,"7,71,810",1.45,1.50,"3,31,175","25,000.00",260,"2,163.40","2,169.60",325,470.55,"2,169.05",64.44,"13,851","-2,790","44,024",
,"6,724","2,244","44,300",38.79,1.30,-1.65,"1,27,205",1.25,1.30,"1,10,695","25,050.00",65,"2,208.90","2,231.30",65,485.70,"2,220.00",-,32,-23,194,
,"15,095","-4,841","74,752",39.71,1.25,-1.25,"1,46,315",1.25,1.30,"1,65,165","25,100.00",130,"2,259.00","2,278.80",65,448.15,"2,268.50",-,499,-122,"1,639",
,"4,546",-643,"15,533",40.11,1.20,-1.10,"70,980",1.20,1.25,"77,220","25,150.00",780,"2,279.30","2,328.65",65,571.35,"2,325.00",-,39,-11,346,
,"26,495",958,"95,392",40.67,1.10,-1.00,"4,04,560",1.10,1.15,"3,29,875","25,200.00",130,"2,360.20","2,367.35",65,463.95,"2,360.00",63.99,"1,131",-407,"11,385",
,"10,362","6,110","35,503",41.02,1.05,-1.05,"1,85,510",1.00,1.05,"1,36,760","25,250.00",780,"2,396.25","2,437.05",780,432.05,"2,323.00",-,50,-41,367,
,"10,112","-4,565","38,664",40.30,1.10,-0.70,"1,31,625",1.05,1.10,"82,290","25,300.00",65,"2,466.95","2,482.75",65,464.55,"2,467.00",44.58,699,-347,"2,233",
,"2,324",404,"9,491",40.84,1.05,-0.80,"52,715",1.05,1.10,"41,860","25,350.00",65,"2,495.20","2,547.60",455,478.35,"2,490.00",65.10,33,-29,260,
,"10,604","-2,110","54,898",43.20,1.10,-0.65,"1,64,515",1.05,1.10,"1,26,490","25,400.00",260,"2,565.35","2,576.75",65,480.85,"2,575.00",70.49,805,-318,"5,232",
,"2,739",-495,"18,516",43.92,1.10,-0.50,"23,660",1.05,1.10,"65,910","25,450.00",195,"2,594.40","2,636.25",780,432.20,"2,580.00",-,301,-249,"1,287",
,"50,819","-3,515","1,36,284",42.79,1.00,-0.55,"4,49,150",0.95,1.00,"4,32,120","25,500.00",65,"2,665.70","2,671.15",65,458.30,"2,661.00",79.06,"4,441","-2,143","15,392",
,"2,660",65,"10,004",43.51,1.05,-0.45,"27,560",1.00,1.05,"72,865","25,550.00",780,"2,664.45","2,737.60",780,405.35,"2,650.00",55.95,30,-23,496,
,"16,056",-337,"34,495",45.60,0.95,-0.45,"1,98,640",0.95,1.00,"1,23,955","25,600.00",65,"2,762.20","2,777.30",65,456.30,"2,751.20",59.30,953,-666,"7,659",
,"1,624",-637,"5,842",46.54,1.00,-0.35,"12,935",0.95,1.00,"24,700","25,650.00",845,"2,765.60","2,836.50",715,464.90,"2,818.00",80.02,41,-15,378,
,"12,538","-2,365","27,348",47.00,0.90,-0.25,"98,280",0.90,0.95,"47,515","25,700.00",65,"2,870.00","2,878.95",65,478.90,"2,867.20",82.67,"1,782",-950,"6,931",
,"2,159",38,"4,126",45.85,0.95,-0.25,"14,820",0.90,0.95,"35,035","25,750.00",195,"2,899.05","2,941.70",780,462.75,"2,901.75",70.58,67,-64,568,
,"14,859","-5,277","44,999",46.55,0.85,-0.20,"1,09,265",0.85,0.90,"1,52,685","25,800.00",130,"2,968.35","2,979.35",65,485.75,"2,979.40",-,"5,476","-3,365","7,721",
,"1,236",-372,"3,506",48.56,0.85,-0.25,"3,055",0.85,0.90,"18,785","25,850.00",65,"3,006.20","3,045.55",780,412.70,"2,965.00",87.53,6,-1,403,
,"10,461","-3,227","34,026",49.25,0.85,-0.10,"12,740",0.85,0.90,"76,440","25,900.00",65,"3,069.90","3,078.95",130,474.90,"3,075.00",82.64,405,-42,"4,849",
,"2,160",875,"8,761",49.93,0.85,-0.20,"44,395",0.80,0.85,"27,430","25,950.00",780,"3,075.60","3,137.10",780,595.00,"3,120.00",84.19,17,-9,168,
,"87,065","1,580","1,19,392",50.89,0.85,-0.15,"1,34,940",0.85,0.90,"1,33,900","26,000.00",65,"3,168.35","3,177.80",195,473.70,"3,177.80",85.44,"11,104",-536,"47,871",
,"1,320",259,"3,211",51.29,0.85,-0.10,"3,575",0.80,0.85,"9,685","26,050.00",260,"3,201.65","3,368.20","1,755",360.55,"3,115.15",-,4,-,193,
,"5,180","-1,115","13,512",50.40,0.85,-0.10,"51,155",0.80,0.85,"43,615","26,100.00",65,"3,256.85","3,280.25",325,477.25,"3,284.15",91.55,901,-213,"2,145",
,"1,724",142,"3,416",50.47,0.80,-0.10,"16,380",0.75,0.80,"24,440","26,150.00",65,"3,287.05","3,365.45",780,-28.95,"3,192.85",-,2,-,259,
,"5,571",-566,"8,254",52.69,0.75,-0.10,"26,325",0.75,0.80,"38,285","26,200.00",65,"3,366.00","3,383.10",65,459.65,"3,366.65",85.98,881,-342,"2,445",
,"1,324",85,"3,296",53.35,0.75,-0.15,"6,565",0.75,0.80,"11,440","26,250.00",65,"3,402.25","3,440.25",325,420.00,"3,328.00",-,21,-,212,
,"6,721","1,514","18,248",53.67,0.75,-0.15,"78,065",0.70,0.75,"74,165","26,300.00",130,"3,465.95","3,474.90",65,466.50,"3,465.05",-,485,-374,"1,606",
,"1,011",68,"1,722",54.68,0.75,-0.10,"10,140",0.70,0.75,"3,900","26,350.00",65,"3,492.85","3,567.25",65,426.20,"3,475.00",-,21,-3,167,
,"3,761",-486,"4,708",54.98,0.75,-0.05,"50,375",0.70,0.75,"8,515","26,400.00",780,"3,533.55","3,575.40",65,470.00,"3,570.00",88.07,288,-190,894,
,605,-217,713,55.63,0.70,-0.10,715,0.70,0.80,"1,950","26,450.00",780,"3,400.05","3,853.45","1,755",-,-,-,-,-,67,
,"25,643","-5,847","35,044",55.10,0.70,-0.10,"85,020",0.70,0.75,"95,160","26,500.00",65,"3,668.95","3,680.55",195,474.60,"3,671.75",83.27,"3,470","-2,267","6,181",
,741,-18,435,55.40,0.60,-0.30,"3,770",0.60,0.80,"4,680","26,550.00",845,"3,674.35","3,810.20",715,50.55,"3,618.90",93.69,1,-,11,
,"2,552",-28,"3,369",57.58,0.75,-0.05,"12,350",0.70,0.75,"17,290","26,600.00",715,"3,750.80","3,816.05",65,431.75,"3,710.00",-,132,-28,434,
,627,18,587,57.83,0.65,-0.10,"1,170",0.65,0.75,260,"26,650.00",715,"3,504.65","3,867.15",780,5.30,"3,701.25",-,2,-,34,
,"2,163",-154,"5,465",57.34,0.70,-0.10,"20,475",0.70,0.75,"10,725","26,700.00",65,"3,863.65","3,907.40",780,459.65,"3,842.45",80.24,196,-134,203,
,691,-,909,57.59,0.70,-0.05,"2,665",0.60,0.70,260,"26,750.00",780,"3,855.60","3,957.95",780,544.10,"3,877.45",-,1,-,13,
,"3,975",78,"4,101",59.75,0.65,-0.10,"27,690",0.65,0.70,"22,815","26,800.00",65,"3,920.65","4,014.00",780,518.55,"3,898.55",77.93,116,-58,246,
,361,-109,690,60.38,0.65,-0.10,65,0.60,0.75,"2,275","26,850.00",780,"3,709.15","4,052.10",780,-,-,-,-,-,10,
,887,-99,"1,003",61.01,0.65,-0.05,"6,305",0.60,0.70,"3,250","26,900.00",390,"4,040.80","4,115.60",390,360.60,"3,935.00",-,26,-18,34,
,569,13,"1,162",59.70,0.70,-0.05,780,0.55,0.70,"3,120","26,950.00",780,"4,070.45","4,143.05",65,-,-,-,-,-,17,
,"43,140","-1,661","34,699",62.68,0.70,0.05,"75,335",0.65,0.70,"44,330","27,000.00",130,"4,161.95","4,170.05",130,477.75,"4,167.85",111.26,"3,674","-2,912","12,859",
,630,138,"1,193",60.95,0.70,-,"1,040",0.60,0.65,715,"27,050.00",715,"4,180.45","4,249.00",65,512.85,"4,100.40",-,6,-1,14,
,"4,518",-396,"2,845",62.01,0.65,-,"5,135",0.65,0.70,"12,610","27,100.00",390,"4,203.65","4,327.75",780,314.00,"3,964.00",-,1,-,26,
,564,-8,349,64.57,0.70,0.05,"6,760",0.50,0.70,"3,250","27,150.00",780,"4,257.05","4,362.35",780,-,-,-,-,-,27,
,"5,063",107,"3,933",64.76,0.65,-0.05,"8,515",0.65,0.70,"20,215","27,200.00",780,"4,322.55","4,417.85",390,543.00,"4,350.00",95.95,116,-11,156,
,"1,059",527,"2,110",64.92,0.60,-0.10,"6,955",0.60,0.65,"11,765","27,250.00",780,"4,187.30","4,518.50",780,549.05,"4,296.55",-,2,-,8,
,"4,200",-19,"4,764",64.04,0.65,-0.05,"57,330",0.65,0.70,"57,135","27,300.00",65,"4,418.90","4,515.85",715,542.60,"4,387.60",-,126,-74,67,
,353,45,433,64.17,0.60,-0.05,"2,210",0.50,0.65,"2,600","27,350.00",65,"4,487.90","4,693.85",325,385.75,"4,280.30",-,1,-,8,
,"1,781",92,"2,334",67.23,0.65,-,"29,510",0.60,0.65,"1,885","27,400.00",260,"4,549.65","4,638.05",780,379.25,"4,500.00",-,12,-9,34,
,568,66,895,67.37,0.60,-0.05,"6,695",0.50,0.70,"5,005","27,450.00",715,"4,267.20","4,790.40",780,-,-,-,-,-,7,
,"11,103","-1,728","16,160",67.98,0.65,-,"68,445",0.60,0.65,"85,605","27,500.00",195,"4,664.70","4,687.40",65,481.65,"4,675.00",81.51,"1,876",-402,"3,403",
,629,-401,"1,847",68.07,0.55,-0.05,"6,565",0.50,0.65,"2,665","27,550.00",780,"4,416.45","4,909.80",780,-,-,-,-,-,9,
,691,-72,"1,326",68.67,0.55,-0.10,"2,340",0.55,0.65,"2,405","27,600.00",715,"4,713.35","4,796.55",65,-,-,-,-,-,46,
,403,-29,483,69.79,0.60,-,"2,080",0.60,0.65,"4,745","27,650.00",780,"4,649.25","4,886.25","1,690",663.35,"4,613.35",-,1,-,9,
,969,-478,"2,723",68.39,0.55,-0.05,"8,125",0.55,0.65,"3,770","27,700.00",715,"4,808.05","4,912.95",780,410.00,"4,750.00",103.06,18,-11,51,
,810,15,603,69.50,0.60,-0.10,"1,170",0.55,0.65,"2,990","27,750.00",715,"4,869.40","5,011.50",780,-,-,-,-,-,6,
,"1,004",-440,"2,640",71.59,0.60,-,"8,580",0.60,0.65,"12,610","27,800.00",715,"4,908.25","5,062.70","1,690",-197.55,"4,834.45",-,10,-6,16,
,342,132,481,72.18,0.60,-0.05,"1,625",0.60,0.65,"4,095","27,850.00",780,"4,725.15","5,066.10",780,-,-,-,-,-,7,
,"1,229",484,"1,841",71.79,0.65,-,"10,140",0.60,0.65,"10,465","27,900.00",325,"5,038.45","5,098.15",65,331.85,"4,943.85",-,5,-,31,
,590,326,773,71.36,0.60,0.05,520,0.55,0.60,"2,015","27,950.00",65,"5,076.05","5,174.10",390,283.20,"4,904.55",-,1,-,8,
,"19,422","-3,802","22,218",72.48,0.60,-,"98,085",0.55,0.60,"69,680","28,000.00",130,"5,163.25","5,189.05",650,489.55,"5,182.25",133.38,"4,153","-1,889","6,989",
