CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"1,091",-814,"1,191",-,"3,931.30",-385.85,65,"3,924.85","3,934.45",65,"19,000.00","82,875",1.05,1.10,"1,48,785",-0.50,1.05,74.35,"1,77,711","-10,334","76,144",
,"1,517",-37,568,-,"2,925.95",-372.35,65,"2,930.00","2,935.25",65,"20,000.00","1,22,590",1.70,1.75,"3,70,175",-1.75,1.75,58.07,"3,37,705","1,382","2,33,165",
,2,-,-,-,-,-,845,"2,375.75","2,486.55",845,"20,500.00","1,00,100",1.85,1.90,"1,12,580",-2.60,1.85,49.05,"1,93,101","6,261","73,122",
,-,-,-,-,-,-,780,"2,330.35","2,487.45",780,"20,550.00","36,855",1.80,1.85,"37,310",-2.70,1.80,47.95,"25,403",647,"2,922",
,-,-,-,-,-,-,"1,690","2,124.90","2,444.75",780,"20,600.00","30,940",1.85,1.90,"68,185",-2.65,1.90,47.30,"37,111","-1,024","5,570",
,-,-,-,-,-,-,780,"2,167.70","2,397.75",780,"20,650.00","46,800",1.85,1.90,"48,620",-2.80,1.85,46.34,"21,829",222,"3,462",
,-,-,-,-,-,-,780,"2,092.85","2,339.60",780,"20,700.00","91,780",1.85,1.90,"71,500",-2.80,1.90,45.25,"46,447","1,511","8,437",
,-,-,-,-,-,-,780,"2,044.75","2,590.65",780,"20,750.00","44,395",1.90,1.95,"39,780",-3.15,1.90,44.44,"18,867",-,"1,941",
,-,-,-,-,-,-,780,"1,852.75","2,188.45",780,"20,800.00","71,760",1.95,2.00,"97,110",-3.25,1.95,43.62,"47,539",778,"8,788",
,6,-,6,74.57,"2,135.00",420.00,780,"2,025.60","2,130.80",780,"20,850.00","90,220",2.00,2.05,"89,960",-3.30,2.00,42.79,"24,331",257,"6,986",
,1,-,-,-,-,-,"1,430","1,576.30","2,120.15","1,690","20,900.00","1,18,040",2.00,2.05,"1,28,570",-3.70,2.05,41.84,"52,700","1,959","9,019",
,3,-,-,-,-,-,"1,690","1,817.35","2,026.90",780,"20,950.00","1,50,800",2.10,2.15,"1,47,485",-4.10,2.10,41.12,"45,235","3,517","10,982",
,"5,053",-288,"2,568",-,"1,935.50",-365.80,130,"1,925.40","1,931.80",195,"21,000.00","3,07,320",2.15,2.20,"3,26,560",-4.25,2.20,40.39,"4,49,698",135,"1,23,534",
,2,-,-,-,-,-,780,"1,779.75","1,920.35",780,"21,050.00","80,925",2.15,2.20,"77,220",-4.55,2.20,39.43,"38,132",649,"3,804",
,2,-,-,-,-,-,780,"1,685.35","1,888.95",780,"21,100.00","1,63,280",2.30,2.35,"1,78,230",-5.00,2.30,38.68,"1,27,414",383,"12,288",
,2,-,-,-,-,-,780,"1,678.45","1,825.60",780,"21,150.00","83,980",2.40,2.45,"79,040",-5.50,2.40,37.91,"42,609",476,"3,668",
,2,-,-,-,-,-,780,"1,668.10","1,774.25",780,"21,200.00","1,82,390",2.55,2.60,"2,42,190",-5.65,2.60,37.32,"1,49,348","5,232","26,458",
,5,-,-,-,-,-,780,"1,631.00","1,723.50",780,"21,250.00","1,11,345",2.75,2.80,"1,49,175",-6.40,2.75,36.61,"65,026","4,484","8,968",
,1,-,-,-,-,-,780,"1,578.75","1,677.65",780,"21,300.00","2,88,470",2.90,2.95,"2,82,620",-6.70,2.95,36.03,"1,78,641","20,278","43,909",
,-,-,-,-,-,-,780,"1,444.70","1,639.45",780,"21,350.00","17,615",3.35,3.40,"17,680",-7.05,3.40,35.57,"56,694","4,221","8,546",
,8,-,3,54.04,"1,571.05",-357.55,845,"1,486.75","1,564.05",65,"21,400.00","19,240",3.65,3.70,"59,020",-8.00,3.65,34.97,"1,78,478","12,336","29,779",
,4,-,1,65.94,"1,570.00",69.10,780,"1,437.15","1,503.65",130,"21,450.00","17,940",4.20,4.25,"24,960",-8.10,4.20,34.70,"1,02,479","5,831","11,602",
,"1,098",-113,571,-,"1,446.05",-365.75,130,"1,430.00","1,436.35",390,"21,500.00","1,04,845",4.70,4.75,"36,400",-8.55,4.75,34.17,"6,20,227","19,186","1,22,523",
,6,-,1,62.69,"1,470.00",74.20,780,"1,339.10","1,412.10",780,"21,550.00","20,670",5.45,5.55,"13,650",-9.30,5.50,33.97,"1,12,120","8,529","12,488",
,15,3,21,40.02,"1,349.15",-380.85,780,"1,289.05","1,349.30",650,"21,600.00","39,910",6.15,6.20,"18,070",-9.65,6.15,33.53,"2,91,895","6,289","26,579",
,7,-,-,-,-,-,780,"1,241.45","1,324.80","1,300","21,650.00","13,975",7.15,7.20,"8,255",-10.05,7.20,33.28,"1,05,845","3,876","9,662",
,28,-14,20,40.87,"1,257.25",-360.65,780,"1,217.80","1,241.05",130,"21,700.00","22,035",8.30,8.35,"17,095",-10.60,8.30,32.98,"3,48,373","13,660","46,805",
,16,3,25,36.06,"1,198.80",77.25,845,"1,154.55","1,194.90",65,"21,750.00","15,600",9.45,9.55,"8,385",-11.10,9.45,32.61,"1,70,643","6,422","14,997",
,100,-7,49,-,"1,125.20",-420.35,130,"1,132.25","1,161.60",780,"21,800.00","7,085",10.85,10.90,"10,790",-10.95,10.85,32.31,"4,49,495","49,112","86,886",
,6,-3,10,26.32,"1,086.95",-25.75,325,"1,082.25","1,101.85",65,"21,850.00","2,860",12.65,12.70,"5,850",-11.00,12.60,32.12,"1,62,671","6,755","11,386",
,132,-49,128,-,"1,040.00",-375.35,65,"1,034.85","1,053.75",65,"21,900.00","8,450",14.80,14.85,"5,720",-11.55,14.75,31.88,"3,67,340","12,551","37,674",
,7,-5,25,-,988.15,-395.90,260,993.30,"1,004.10",520,"21,950.00",715,17.30,17.40,"4,940",-11.50,17.35,31.71,"1,84,431","11,422","18,405",
