CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,967,-938,"1,419",-,"3,852.65",-464.50,130,"3,841.70","3,853.65",65,"19,000.00","1,81,350",1.00,1.05,"1,75,760",-0.55,1.00,74.23,"2,14,873","-11,842","74,636",
,"1,504",-50,759,-,"2,857.25",-441.05,195,"2,833.70","2,851.10",195,"20,000.00","1,76,280",1.90,1.95,"2,36,340",-1.55,1.95,58.83,"4,05,923","-1,765","2,30,018",
,2,-,-,-,-,-,845,"2,288.00","2,375.85",780,"20,500.00","1,35,330",2.10,2.15,"97,955",-2.30,2.15,49.71,"2,23,153","5,028","71,889",
,-,-,-,-,-,-,780,"2,093.70","2,417.50",780,"20,550.00","45,435",2.10,2.15,"15,795",-2.40,2.10,48.73,"27,889",693,"2,968",
,-,-,-,-,-,-,"1,690","2,124.90","2,361.05",780,"20,600.00","41,015",2.15,2.20,"75,140",-2.40,2.15,47.89,"43,593",-916,"5,678",
,-,-,-,-,-,-,780,"2,029.45","2,326.15",780,"20,650.00","31,395",2.15,2.20,"40,755",-2.50,2.15,47.04,"23,963",285,"3,525",
,-,-,-,-,-,-,780,"1,948.40","2,276.70",780,"20,700.00","92,625",2.10,2.15,"48,295",-2.55,2.15,45.94,"56,042","1,452","8,378",
,-,-,-,-,-,-,780,"1,904.50","2,149.15",780,"20,750.00","23,790",2.15,2.20,"17,615",-2.85,2.20,45.09,"22,507",247,"2,188",
,-,-,-,-,-,-,780,"2,004.50","2,153.35",780,"20,800.00","33,865",2.25,2.30,"79,755",-2.95,2.25,44.46,"78,364","3,471","11,481",
,6,-,6,82.57,"2,135.00",420.00,390,"1,960.00","2,037.10",780,"20,850.00","89,570",2.25,2.30,"79,170",-3.05,2.25,43.48,"29,172",-8,"6,721",
,1,-,-,-,-,-,780,"1,778.70","2,034.95",715,"20,900.00","1,42,155",2.25,2.30,"1,41,635",-3.45,2.30,42.50,"71,678","1,518","8,578",
,3,-,-,-,-,-,780,"1,828.20","1,945.30",780,"20,950.00","1,42,155",2.30,2.35,"1,12,255",-3.85,2.35,41.73,"54,674","3,559","11,024",
,"5,473",132,"4,054",-,"1,850.80",-450.50,260,"1,842.20","1,849.45",260,"21,000.00","3,32,540",2.35,2.40,"2,70,985",-4.10,2.35,40.74,"5,62,325","-10,837","1,12,562",
,2,-,-,-,-,-,780,"1,747.75","1,834.80",780,"21,050.00","70,655",2.45,2.50,"88,725",-4.25,2.50,39.86,"53,743","1,658","4,813",
,2,-,-,-,-,-,780,"1,606.85","1,804.35",780,"21,100.00","1,71,600",2.70,2.75,"1,44,300",-4.60,2.70,39.51,"1,62,239","1,219","13,124",
,2,-,-,-,-,-,780,"1,640.95","1,737.65",780,"21,150.00","73,125",2.80,2.85,"71,695",-5.10,2.80,38.76,"54,664",243,"3,435",
,2,-,-,-,-,-,780,"1,602.35","1,673.85",780,"21,200.00","1,01,660",3.00,3.05,"69,615",-5.25,3.00,38.15,"2,81,916","9,993","31,219",
,5,-,-,-,-,-,780,"1,559.05","1,635.50",780,"21,250.00","20,150",3.20,3.25,"16,965",-5.95,3.20,37.21,"79,495","3,527","8,011",
,1,-,-,-,-,-,780,"1,484.05","1,582.40",780,"21,300.00","31,135",3.35,3.45,"48,555",-6.25,3.40,36.41,"2,21,717","22,606","46,237",
,-,-,-,-,-,-,"2,535","1,342.40","1,555.25","2,535","21,350.00","31,525",3.90,3.95,"12,870",-6.55,3.90,35.98,"71,750","3,776","8,101",
,8,-,3,61.69,"1,571.05",-357.55,130,"1,441.90","1,469.95",780,"21,400.00","51,350",4.30,4.35,"59,345",-7.30,4.35,35.37,"2,26,552","12,059","29,502",
,4,-,1,71.38,"1,570.00",69.10,715,"1,357.75","1,424.35",130,"21,450.00","49,660",4.95,5.05,"19,435",-7.30,5.00,34.99,"1,34,259","4,787","10,558",
,"1,092",-119,635,-,"1,361.10",-450.70,520,"1,345.95","1,355.00",65,"21,500.00","21,515",5.55,5.60,"43,030",-7.70,5.60,34.38,"7,64,916","19,119","1,22,456",
,6,-,1,67.95,"1,470.00",74.20,"2,470","1,259.60","1,320.10",780,"21,550.00","20,150",6.50,6.55,"16,445",-8.25,6.55,34.13,"1,36,736","7,996","11,955",
,16,4,32,-,"1,253.00",-477.00,65,"1,241.55","1,269.40",520,"21,600.00","10,465",7.30,7.35,"31,070",-8.50,7.30,33.68,"3,61,078","6,206","26,496",
,7,-,-,-,-,-,"2,535","1,153.55","1,242.15","2,535","21,650.00","9,880",8.55,8.65,"8,645",-8.65,8.60,33.37,"1,38,982","4,284","10,070",
,28,-14,22,48.89,"1,149.60",-468.30,195,"1,148.80","1,175.20",845,"21,700.00","8,255",10.00,10.05,"7,800",-8.90,10.00,33.09,"4,34,218","12,219","45,364",
,14,1,26,-,"1,122.05",0.50,715,"1,094.50","1,112.30",65,"21,750.00","6,955",11.70,11.80,"6,110",-8.80,11.75,32.75,"2,16,976","6,876","15,451",
,101,-6,64,-,"1,065.00",-480.55,130,"1,050.10","1,064.50",130,"21,800.00","15,275",13.20,13.25,"7,345",-8.55,13.25,32.28,"5,72,725","49,427","87,201",
,9,-,15,37.20,"1,023.00",-89.70,520,"1,005.90","1,017.30",65,"21,850.00",910,15.65,15.70,650,-7.90,15.70,32.12,"2,01,323","9,265","13,896",
,144,-37,163,-,983.05,-432.30,260,964.40,967.55,325,"21,900.00",520,18.30,18.35,"4,875",-7.95,18.35,31.92,"4,57,207","13,933","39,056",
,4,-8,36,-,884.20,-499.85,260,915.35,923.25,520,"21,950.00","1,690",21.40,21.45,"2,730",-7.40,21.45,31.71,"2,41,412","13,439","20,422",
,"12,391","-2,845","15,544",-,868.00,-454.05,260,870.20,872.30,130,"22,000.00",650,25.10,25.20,780,-5.70,25.20,31.47,"15,20,809","29,871","1,51,897",
,71,-3,84,-,837.90,-461.85,520,818.85,829.45,520,"22,050.00","2,015",28.85,28.95,"5,135",-5.30,28.95,31.21,"3,39,768","10,163","19,392",
,389,12,318,24.19,787.10,-446.05,260,778.60,782.05,195,"22,100.00","2,145",33.40,33.50,"4,160",-3.55,33.45,30.92,"6,04,319","13,446","29,270",
,103,15,153,22.95,726.25,-460.60,325,734.65,737.05,260,"22,150.00",260,38.55,38.65,"1,560",-1.90,38.60,30.68,"3,97,315","10,915","17,713",
,"1,452",203,"3,403",23.32,691.00,-453.50,65,690.75,693.30,65,"22,200.00",130,44.25,44.30,650,0.40,44.20,30.41,"7,56,455","18,725","43,728",
,246,6,206,23.92,648.15,-454.95,325,647.05,650.95,65,"22,250.00",260,50.75,50.90,"1,625",3.60,50.90,30.17,"4,68,426","14,064","19,595",
,"2,495",-997,"5,144",24.32,608.60,-438.55,65,605.35,606.60,260,"22,300.00","6,305",58.10,58.25,260,6.70,58.20,29.90,"8,95,824","19,850","52,958",
,408,-45,335,24.79,570.60,-437.35,65,562.35,564.40,390,"22,350.00","1,625",66.45,66.65,715,11.20,66.60,29.66,"4,10,021","5,530","16,211",
,"2,566",329,"6,020",25.12,525.40,-436.35,130,522.60,523.75,130,"22,400.00","1,300",75.80,75.95,"1,560",14.90,75.80,29.44,"8,79,799","12,178","48,471",
,"1,028",73,"2,087",24.61,482.35,-428.75,130,482.75,484.10,65,"22,450.00",520,86.35,86.55,"1,170",20.20,86.50,29.18,"5,20,803","10,180","22,173",
,"21,752",-354,"73,331",24.78,445.40,-424.35,65,444.35,445.30,195,"22,500.00","2,210",97.80,97.95,585,25.85,97.95,28.95,"25,50,324","25,802","1,21,671",
,"2,165",349,"5,658",25.25,407.00,-421.80,195,407.25,408.10,130,"22,550.00",390,110.85,111.05,780,33.00,111.00,28.77,"7,35,567","11,554","18,767",
,"8,377",722,"33,466",24.78,371.80,-407.90,65,371.70,372.35,130,"22,600.00","1,755",125.60,125.70,845,41.05,125.85,28.54,"11,43,066","10,431","49,307",
,"2,850",746,"15,148",24.91,337.05,-405.05,260,337.50,338.15,390,"22,650.00",650,141.45,141.75,260,48.80,141.75,28.34,"5,65,088","9,003","17,658",
,"14,120","4,072","87,741",24.87,306.05,-396.70,325,305.50,306.05,325,"22,700.00",65,158.85,159.15,"1,105",58.10,158.85,28.18,"12,19,359","14,330","48,993",
,"6,056","2,731","58,628",24.90,275.35,-388.60,325,275.40,275.70,195,"22,750.00",195,178.60,178.80,390,69.25,178.80,28.05,"8,03,447","12,578","24,231",
,"38,295","22,930","3,49,977",24.72,246.05,-376.10,325,245.70,246.05,390,"22,800.00",520,199.55,199.90,65,80.30,199.55,27.98,"20,79,377","38,454","83,927",
,"27,312","25,559","2,95,028",24.72,218.85,-360.50,455,218.90,219.20,65,"22,850.00",130,222.25,222.45,260,93.15,222.70,27.86,"12,35,397","33,064","41,311",
,"82,162","68,253","11,96,046",24.65,193.85,-347.90,65,193.85,194.00,520,"22,900.00",260,246.85,247.25,130,105.40,246.85,27.77,"27,46,465","40,663","72,832",
,"50,096","47,650","11,56,747",24.59,170.55,-333.10,390,170.55,170.85,325,"22,950.00","1,755",273.85,274.00,65,120.20,274.00,27.75,"18,97,333","19,338","29,717",
,"1,74,552","1,27,854","29,34,474",24.59,149.60,-319.40,"1,300",149.40,149.65,"1,885","23,000.00",390,302.35,302.90,65,136.10,302.95,27.70,"38,71,380","15,123","1,25,767",
,"50,068","44,768","12,02,462",24.57,130.40,-303.10,"1,755",130.40,130.60,195,"23,050.00",260,333.00,333.60,65,152.25,333.65,27.82,"11,71,172","9,167","21,372",
,"83,445","70,735","17,66,515",24.56,113.10,-285.25,910,113.10,113.15,195,"23,100.00",65,365.85,366.55,130,168.90,365.80,27.94,"13,08,673","3,480","31,255",
,"36,597","30,753","7,62,890",24.59,97.50,-267.20,"1,820",97.50,97.75,"2,470","23,150.00",65,400.80,401.60,65,187.80,401.55,28.12,"3,64,006","-6,451","8,769",
,"1,12,177","85,349","15,91,067",24.66,83.95,-251.05,910,83.90,83.95,520,"23,200.00","1,365",437.30,437.80,65,205.55,437.30,28.27,"6,02,642","-12,231","38,446",
,"37,966","28,295","6,13,159",24.75,72.35,-232.75,195,72.20,72.35,"1,430","23,250.00",65,475.25,476.10,260,225.35,477.20,28.54,"1,42,989","-5,870","10,078",
,"87,490","47,075","14,48,095",24.88,62.00,-215.45,65,62.00,62.05,650,"23,300.00",195,514.80,515.90,130,242.60,515.25,29.02,"2,67,222","-26,492","18,904",
,"34,501","18,924","5,35,571",25.07,53.20,-198.00,325,53.20,53.35,"3,835","23,350.00",65,556.15,557.95,65,264.00,558.45,29.04,"51,869","-6,326","5,855",
,"73,744","32,083","11,17,942",25.26,45.85,-178.85,"3,900",45.75,45.90,"4,745","23,400.00",195,598.50,600.00,520,281.80,601.40,29.83,"1,11,852","-14,854","16,446",
,"28,700","14,460","5,48,897",25.44,39.40,-161.20,"4,355",39.25,39.40,"1,430","23,450.00",130,641.85,643.35,65,299.20,644.70,29.83,"22,163","-4,326","4,863",
,"1,48,140","75,603","18,22,281",25.72,33.95,-144.40,"2,860",33.90,34.00,"2,665","23,500.00",260,686.00,687.25,520,314.15,687.85,30.94,"1,17,843","-12,854","24,055",
,"22,512","13,391","4,60,339",25.93,28.85,-128.50,"1,235",28.85,28.95,"1,950","23,550.00",65,731.55,733.50,65,326.75,730.70,30.84,"7,864",-858,"3,028",
,"51,964","24,857","8,22,869",26.17,24.80,-114.55,910,24.80,24.85,"1,105","23,600.00",65,778.20,780.35,65,346.30,780.00,32.52,"19,912","-1,986","6,012",
,"18,265","10,335","4,50,043",26.47,21.40,-100.75,585,21.40,21.45,"2,470","23,650.00",65,823.60,827.05,65,356.55,824.15,32.60,"2,456",-435,"1,824",
,"59,524","20,985","7,96,294",26.80,18.65,-87.80,"1,755",18.65,18.70,"1,495","23,700.00",390,869.70,872.35,325,372.95,872.70,32.40,"7,842","-1,494","7,128",
,"19,936","8,994","3,34,222",27.11,15.95,-77.55,"3,250",15.95,16.05,"2,080","23,750.00",260,918.20,921.40,520,376.15,913.35,33.52,"1,389",-374,"1,751",
,"64,828","20,450","6,94,111",27.39,13.85,-66.85,"1,885",13.90,13.95,"12,545","23,800.00",325,965.20,968.20,65,385.90,962.40,34.98,"8,323","-1,312","10,366",
,"19,110","8,822","2,55,557",27.74,12.10,-58.00,"8,060",12.05,12.10,"2,795","23,850.00",260,"1,011.90","1,017.45",520,388.40,"1,001.85",38.58,637,-105,"2,466",
,"55,370","23,713","4,44,897",28.08,10.55,-49.95,"18,525",10.55,10.60,"6,370","23,900.00",65,"1,060.35","1,071.30",130,393.55,"1,051.00",36.41,"2,557",-745,"3,610",
,"24,117","12,197","2,26,658",28.55,9.35,-42.95,"12,415",9.35,9.40,"5,330","23,950.00",65,"1,109.40","1,119.35",260,424.55,"1,127.10",38.57,196,-54,772,
,"1,65,018","46,508","10,86,010",28.87,8.15,-37.25,"28,080",8.15,8.20,"11,310","24,000.00",195,"1,160.05","1,163.15",260,417.25,"1,160.00",38.38,"28,133","-10,713","29,636",
,"14,711","3,108","1,64,492",29.23,7.25,-31.75,"13,715",7.25,7.30,"13,455","24,050.00",325,"1,205.80","1,216.45",65,436.05,"1,230.45",41.13,120,-23,603,
,"46,791","12,821","3,24,966",29.56,6.35,-27.35,"7,150",6.30,6.35,"43,160","24,100.00",130,"1,255.65","1,263.15",130,408.00,"1,244.10",42.10,502,-101,"2,302",
,"14,098","1,299","1,43,505",29.95,5.75,-23.65,"16,835",5.70,5.75,"9,295","24,150.00",325,"1,303.75","1,317.95",390,435.90,"1,318.15",43.16,104,-55,"1,159",
,"69,995","29,537","3,95,019",30.38,5.15,-19.65,"63,050",5.15,5.20,"20,410","24,200.00",65,"1,357.50","1,362.80",130,446.20,"1,363.80",40.86,"1,749",-584,"5,193",
,"19,774","8,359","1,31,503",30.69,4.50,-16.95,"38,285",4.45,4.55,"32,045","24,250.00",455,"1,401.60","1,416.30",65,446.05,"1,403.80",-,57,-5,816,
,"57,204","28,311","3,60,492",31.11,4.10,-14.75,"95,940",4.05,4.10,"20,215","24,300.00",130,"1,456.95","1,464.90",260,438.30,"1,454.75",46.24,"2,231",-682,"4,411",
,"13,615","4,221","94,105",31.35,3.60,-12.45,"30,030",3.60,3.65,"51,675","24,350.00",585,"1,500.20","1,512.65",390,430.25,"1,509.55",40.03,32,-14,366,
,"44,362","19,763","3,11,972",31.61,3.10,-10.80,"62,270",3.10,3.15,"61,555","24,400.00",65,"1,555.80","1,565.65",650,446.30,"1,547.05",46.70,419,-120,"3,915",
,"12,584","4,372","99,521",32.14,2.90,-9.20,"1,55,350",2.85,2.90,"1,10,370","24,450.00",325,"1,596.55","1,616.70",65,448.55,"1,599.60",48.12,92,-19,999,
,"1,33,771","18,210","6,69,152",32.47,2.60,-7.65,"6,39,925",2.60,2.65,"1,78,685","24,500.00",65,"1,656.80","1,661.80",130,449.50,"1,660.10",49.70,"7,590","-2,635","17,940",
,"12,581","4,293","1,35,253",32.98,2.40,-6.85,"1,64,515",2.40,2.45,"1,90,970","24,550.00",65,"1,699.80","1,712.40",130,444.60,"1,702.30",-,46,-14,675,
,"32,963","7,536","2,05,741",33.27,2.20,-5.85,"2,46,935",2.15,2.20,"2,55,320","24,600.00",65,"1,753.90","1,761.60",65,436.60,"1,751.85",51.29,"3,363","-1,411","4,632",
,"12,451","3,518","87,526",33.90,2.00,-5.15,"1,67,570",2.00,2.05,"92,170","24,650.00",65,"1,799.90","1,819.00",780,437.05,"1,755.00",43.52,52,-40,486,
,"36,286","9,695","2,16,378",34.50,2.00,-4.25,"1,76,215",1.95,2.00,"2,78,070","24,700.00",65,"1,856.05","1,863.65",195,467.35,"1,864.20",54.18,"1,030",-583,"12,793",
,"9,546","2,649","69,310",35.09,1.85,-3.85,"1,04,390",1.85,1.90,"1,53,920","24,750.00",520,"1,898.35","1,917.50","1,365",382.85,"1,830.00",-,41,-36,572,
,"30,071","-4,753","1,91,967",35.66,1.70,-3.10,"2,82,880",1.70,1.75,"2,38,810","24,800.00",65,"1,955.55","1,963.30",65,448.65,"1,947.00",56.86,"1,895",-829,"4,247",
,"9,433","1,635","51,703",36.45,1.70,-2.75,"1,76,605",1.65,1.70,"1,34,355","24,850.00",520,"1,999.75","2,017.00",845,370.00,"1,910.00",-,47,-37,440,
,"18,428","-1,120","1,29,400",36.72,1.60,-2.25,"2,21,585",1.55,1.60,"2,59,025","24,900.00",325,"2,056.40","2,061.30",130,463.95,"2,060.15",60.85,"2,108",-467,"3,499",
,"5,890","1,525","35,722",37.50,1.50,-2.10,"1,11,085",1.45,1.50,"1,08,420","24,950.00",130,"2,093.75","2,120.20",715,427.20,"2,089.20",64.95,79,-18,271,
,"1,36,613","10,241","5,41,755",38.13,1.45,-1.85,"7,16,625",1.45,1.50,"6,01,185","25,000.00",65,"2,150.70","2,154.35",65,454.50,"2,153.00",58.61,"13,971","-2,790","44,024",
,"6,724","2,244","44,319",38.29,1.25,-1.70,"1,27,205",1.25,1.30,"1,13,945","25,050.00",715,"2,186.90","2,213.10",65,485.70,"2,220.00",55.62,32,-23,194,
,"15,107","-4,829","74,935",38.88,1.30,-1.20,"1,35,850",1.25,1.30,"1,81,545","25,100.00",65,"2,253.00","2,265.30",65,434.85,"2,255.20",64.40,503,-122,"1,639",
,"4,546",-643,"15,535",39.45,1.20,-1.10,"70,785",1.20,1.25,"75,790","25,150.00",715,"2,286.45","2,318.40",65,571.35,"2,325.00",-,39,-11,346,
,"26,495",958,"96,352",39.83,1.10,-1.00,"3,99,295",1.10,1.15,"3,13,365","25,200.00",130,"2,349.90","2,353.95",65,443.45,"2,339.50",59.66,"1,135",-413,"11,379",
,"10,501","6,249","35,521",40.16,1.05,-1.05,"1,80,960",1.00,1.05,"1,44,755","25,250.00",65,"2,386.90","2,411.85",650,432.05,"2,323.00",-,50,-41,367,
,"9,964","-4,713","38,683",41.30,1.05,-0.75,"1,21,680",1.05,1.10,"1,11,865","25,300.00",130,"2,453.75","2,466.05",65,442.55,"2,445.00",59.75,727,-342,"2,238",
,"2,324",404,"9,491",42.03,1.05,-0.80,"53,365",1.05,1.10,"41,860","25,350.00",65,"2,490.10","2,517.80",325,480.35,"2,492.00",67.57,34,-30,259,
,"10,604","-2,110","54,933",42.75,1.05,-0.70,"1,63,540",1.05,1.10,"1,35,460","25,400.00",65,"2,554.05","2,563.70",65,457.10,"2,551.25",68.17,848,-319,"5,231",
,"2,836",-398,"18,626",43.27,1.05,-0.55,"35,035",1.00,1.05,"71,695","25,450.00",65,"2,593.95","2,620.25",65,432.20,"2,580.00",68.25,301,-249,"1,287",
,"49,803","-4,531","1,37,512",43.77,0.90,-0.65,"7,83,640",0.90,0.95,"3,63,935","25,500.00",65,"2,655.20","2,658.70",65,452.30,"2,655.00",69.28,"4,583","-2,172","15,363",
,"2,660",65,"10,055",44.48,1.00,-0.50,"33,150",1.00,1.05,"77,805","25,550.00",780,"2,679.70","2,709.75",715,405.35,"2,650.00",56.38,30,-23,496,
